MaterialDefinition,MaterialClass,LotNumber,Quantity,Unit,Transaction Date,Manufacturer
Arc_Reactor_mk1,Arc Reactor,ARC708889,1,EA,2024-07-02T19:54:49Z,Stark Industries
Arc_Reactor_mk1,Arc Reactor,ARC4271403,1,EA,2024-07-05T03:10:01Z,Pym Technologies
Arc_Reactor_mk1,Arc Reactor,ARC530990,1,EA,2024-08-22T12:44:01Z,Stark Industries
Arc_Reactor_mk1,Arc Reactor,ARC1836755,1,EA,2024-07-26T23:44:28Z,Pym Technologies
Arc_Reactor_mk1,Arc Reactor,ARC3476135,1,EA,2024-10-03T21:43:08Z,Stark Industries
Arc_Reactor_mk1,Arc Reactor,ARC3303581,1,EA,2024-07-12T12:06:23Z,Pym Technologies
Arc_Reactor_mk1,Arc Reactor,ARC2787594,1,EA,2024-07-20T23:10:17Z,Stark Industries
Arc_Reactor_mk1,Arc Reactor,ARC2267069,1,EA,2024-09-21T13:23:53Z,Pym Technologies
Arc_Reactor_mk1,Arc Reactor,ARC3545379,1,EA,2024-09-03T23:58:48Z,Stark Industries
Arc_Reactor_mk1,Arc Reactor,ARC2815520,1,EA,2024-07-08T17:34:25Z,Pym Technologies
Arc_Reactor_mk1,Arc Reactor,ARC1604581,1,EA,2024-08-17T10:22:12Z,Stark Industries
Arc_Reactor_mk1,Arc Reactor,ARC721276,1,EA,2024-07-05T03:01:12Z,Pym Technologies
Arc_Reactor_mk1,Arc Reactor,ARC4195357,1,EA,2024-07-17T01:51:31Z,Stark Industries
Arc_Reactor_mk1,Arc Reactor,ARC465306,1,EA,2024-09-02T18:13:48Z,Pym Technologies
Arc_Reactor_mk1,Arc Reactor,ARC4479117,1,EA,2024-07-12T06:58:17Z,Stark Industries
Arc_Reactor_mk1,Arc Reactor,ARC1343424,1,EA,2024-07-09T03:12:23Z,Pym Technologies
Arc_Reactor_mk1,Arc Reactor,ARC3661801,1,EA,2024-08-09T21:48:29Z,Stark Industries
Arc_Reactor_mk1,Arc Reactor,ARC3966455,1,EA,2024-09-17T02:34:42Z,Pym Technologies
Arc_Reactor_mk1,Arc Reactor,ARC3329680,1,EA,2024-07-26T02:12:20Z,Stark Industries
Arc_Reactor_mk1,Arc Reactor,ARC1634313,1,EA,2024-09-03T13:10:58Z,Pym Technologies
Arc_Reactor_mk1,Arc Reactor,ARC1260585,1,EA,2024-10-06T19:51:09Z,Stark Industries
Arc_Reactor_mk1,Arc Reactor,ARC1433493,1,EA,2024-07-17T19:47:42Z,Pym Technologies
Arc_Reactor_mk1,Arc Reactor,ARC3743391,1,EA,2024-07-12T14:21:01Z,Stark Industries
Arc_Reactor_mk1,Arc Reactor,ARC1162236,1,EA,2024-08-03T02:07:47Z,Pym Technologies
Arc_Reactor_mk1,Arc Reactor,ARC2250395,1,EA,2024-09-27T05:32:03Z,Stark Industries
Arc_Reactor_mk1,Arc Reactor,ARC3737804,1,EA,2024-07-05T13:28:15Z,Pym Technologies
Arc_Reactor_mk1,Arc Reactor,ARC2988990,1,EA,2024-10-05T12:28:24Z,Stark Industries
Arc_Reactor_mk1,Arc Reactor,ARC2072847,1,EA,2024-08-06T11:50:44Z,Pym Technologies
Arc_Reactor_mk1,Arc Reactor,ARC4247269,1,EA,2024-10-11T04:47:56Z,Stark Industries
Arc_Reactor_mk1,Arc Reactor,ARC1553771,1,EA,2024-10-06T09:09:39Z,Pym Technologies
Arc_Reactor_mk1,Arc Reactor,ARC4502018,1,EA,2024-10-09T14:06:54Z,Stark Industries
Arc_Reactor_mk1,Arc Reactor,ARC3347515,1,EA,2024-10-11T00:17:05Z,Pym Technologies
Ionized_Fuel_A04,Fuel,IF2349,15000,L,2024-07-18T23:46:01Z,Roxxon
Connector_MK_01,Connector,ALC_MK_0147158,500,EA,2024-10-12T19:04:29Z,Alchemax
Connector_MK_02,Connector,ALC_MK_0147159,500,EA,2024-08-08T09:03:11Z,Alchemax
Connector_MK_03,Connector,ALC_MK_0147160,500,EA,2024-09-15T18:56:07Z,Alchemax
Connector_MK_04,Connector,ALC_MK_0147161,500,EA,2024-10-13T03:53:23Z,Alchemax
Connector_MK_05,Connector,ALC_MK_0147162,500,EA,2024-07-15T14:38:50Z,Alchemax
Connector_MK_06,Connector,ALC_MK_0147163,500,EA,2024-09-02T12:48:10Z,Alchemax
Connector_MK_07,Connector,ALC_MK_0147164,500,EA,2024-09-07T03:04:14Z,Alchemax
Connector_MK_08,Connector,ALC_MK_0147165,500,EA,2024-08-26T14:47:24Z,Alchemax
Connector_MK_09,Connector,ALC_MK_0147166,500,EA,2024-09-21T11:20:57Z,Alchemax
Connector_MK_10,Connector,ALC_MK_0147167,500,EA,2024-07-26T10:52:29Z,Alchemax
Connector_MK_11,Connector,ALC_MK_0147168,500,EA,2024-09-11T16:39:36Z,Alchemax
Connector_MK_12,Connector,ALC_MK_0147169,500,EA,2024-08-19T05:52:58Z,Alchemax
Connector_MK_13,Connector,ALC_MK_0147170,500,EA,2024-07-25T05:50:12Z,Alchemax
Connector_MK_14,Connector,ALC_MK_0147171,500,EA,2024-10-06T17:11:49Z,Alchemax
Connector_MK_15,Connector,ALC_MK_0147172,500,EA,2024-10-03T13:37:02Z,Alchemax
Connector_MK_16,Connector,ALC_MK_0147173,500,EA,2024-08-24T04:56:09Z,Alchemax
Connector_MK_17,Connector,ALC_MK_0147174,500,EA,2024-09-10T03:52:13Z,Alchemax
Connector_MK_18,Connector,ALC_MK_0147175,500,EA,2024-09-09T16:28:32Z,Alchemax
Connector_MK_19,Connector,ALC_MK_0147176,500,EA,2024-08-22T17:16:46Z,Alchemax
Connector_MK_20,Connector,ALC_MK_0147177,500,EA,2024-10-13T21:34:38Z,Alchemax
Connector_MK_21,Connector,ALC_MK_0147178,500,EA,2024-10-18T14:24:55Z,Alchemax
Connector_MK_22,Connector,ALC_MK_0147179,500,EA,2024-08-16T21:40:15Z,Alchemax
Connector_MK_23,Connector,ALC_MK_0147180,500,EA,2024-08-24T02:36:23Z,Alchemax
Connector_MK_24,Connector,ALC_MK_0147181,500,EA,2024-09-28T03:27:49Z,Alchemax
Connector_MK_25,Connector,ALC_MK_0147182,500,EA,2024-09-01T20:10:00Z,Alchemax
Connector_MK_26,Connector,ALC_MK_0147183,500,EA,2024-07-22T18:33:55Z,Alchemax
Connector_MK_27,Connector,ALC_MK_0147184,500,EA,2024-07-14T22:03:45Z,Alchemax
Connector_MK_28,Connector,ALC_MK_0147185,500,EA,2024-08-01T03:32:27Z,Alchemax
Connector_MK_29,Connector,ALC_MK_0147186,500,EA,2024-10-11T11:44:17Z,Alchemax
Connector_MK_30,Connector,ALC_MK_0147187,500,EA,2024-10-26T19:36:53Z,Alchemax
Connector_MK_31,Connector,ALC_MK_0147188,500,EA,2024-08-25T23:29:59Z,Alchemax
Connector_MK_32,Connector,ALC_MK_0147189,500,EA,2024-07-15T20:25:50Z,Alchemax
Connector_MK_33,Connector,ALC_MK_0147190,500,EA,2024-07-15T03:00:35Z,Alchemax
Connector_MK_34,Connector,ALC_MK_0147191,500,EA,2024-07-28T18:32:45Z,Alchemax
Connector_MK_35,Connector,ALC_MK_0147192,500,EA,2024-10-10T04:42:47Z,Alchemax
Connector_MK_36,Connector,ALC_MK_0147193,500,EA,2024-10-26T23:11:38Z,Alchemax
Connector_MK_37,Connector,ALC_MK_0147194,500,EA,2024-07-12T08:17:57Z,Alchemax
Connector_MK_38,Connector,ALC_MK_0147195,500,EA,2024-10-19T00:51:13Z,Alchemax
Connector_MK_39,Connector,ALC_MK_0147196,500,EA,2024-08-28T21:20:33Z,Alchemax
Connector_MK_40,Connector,ALC_MK_0147197,500,EA,2024-09-25T12:58:31Z,Alchemax
Connector_MK_41,Connector,ALC_MK_0147198,500,EA,2024-07-27T16:19:19Z,Alchemax
Connector_MK_42,Connector,ALC_MK_0147199,500,EA,2024-09-09T07:48:09Z,Alchemax
Connector_MK_43,Connector,ALC_MK_0147200,500,EA,2024-08-12T05:42:10Z,Alchemax
Connector_MK_44,Connector,ALC_MK_0147201,500,EA,2024-10-07T17:18:51Z,Alchemax
Connector_MK_45,Connector,ALC_MK_0147202,500,EA,2024-08-24T06:55:36Z,Alchemax
Connector_MK_46,Connector,ALC_MK_0147203,500,EA,2024-07-05T16:18:59Z,Alchemax
Connector_MK_47,Connector,ALC_MK_0147204,500,EA,2024-07-18T09:29:34Z,Alchemax
Connector_MK_48,Connector,ALC_MK_0147205,500,EA,2024-08-04T02:35:31Z,Alchemax
Connector_MK_49,Connector,ALC_MK_0147206,500,EA,2024-08-14T00:38:54Z,Alchemax
Connector_MK_50,Connector,ALC_MK_0147207,500,EA,2024-09-03T03:10:01Z,Alchemax
Connector_MK_51,Connector,ALC_MK_0147208,500,EA,2024-10-24T08:45:17Z,Alchemax
Connector_MK_52,Connector,ALC_MK_0147209,500,EA,2024-09-14T02:43:33Z,Alchemax
Connector_MK_53,Connector,ALC_MK_0147210,500,EA,2024-07-01T10:06:31Z,Alchemax
Connector_MK_54,Connector,ALC_MK_0147211,500,EA,2024-07-10T21:21:59Z,Alchemax
